Precinct,Contest Name,Candidate Name,Votes
"Toledo 1F","Sup Crt Justice 1-1-19","Craig Baldwin","107"
"Toledo 1F","Sup Crt Justice 1-1-19","Michael P. Donnelly","307"
"Toledo 1F","Sup Crt Justice 1-2-19","Mary DeGenaro","169"
"Toledo 1F","Sup Crt Justice 1-2-19","Melody J. Stewart","223"
"Toledo 1F","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","142"
"Toledo 1F","Appeals Crt Judge 2-9-19","Gene A. Zmuda","306"
"Toledo 1F","State Senator Dist 11","Teresa Fedor","287"
"Toledo 1F","State Senator Dist 11","Ernest McCarthy","214"
"Toledo 1F","State Representative Dist 45","David Davenport","222"
"Toledo 1F","State Representative Dist 45","Lisa Sobecki","282"
"Toledo 1F","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","330"
"Toledo 1F","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","344"
"Toledo 1F","Judge Comm Pleas DR 1-3-19","David Lewandowski","348"
"Toledo 1F","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","165"
"Toledo 1F","Judge Comm Pleas GEN 1-4-19","Joe McNamara","269"
"Toledo 1F","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","338"
"Toledo 1F","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","331"
"Toledo 1F","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","335"
"Toledo 1F","County Commissioner","Gary L. Byers","165"
"Toledo 1F","County Commissioner","Sandy Spang","201"
"Toledo 1F","County Auditor","Anita Lopez","370"
"Toledo 1F","County Treasurer UNEX","Lori Brodie","254"
"Toledo 1F","County Treasurer UNEX","Lindsay M. Webb","257"
"Toledo 1F","State Board of Education 2nd District","Jeanine P. Donaldson","55"
"Toledo 1F","State Board of Education 2nd District","Charles Froehlich","37"
"Toledo 1F","State Board of Education 2nd District","Kirsten Hill","61"
"Toledo 1F","State Board of Education 2nd District","W. Roger Knight","27"
"Toledo 1F","State Board of Education 2nd District","Sue Larimer","52"
"Toledo 1F","State Board of Education 2nd District","Vicki Donovan Lyle","38"
"Toledo 1F","State Board of Education 2nd District","Annette Dudek Shine","62"
"Toledo 1F","1. State Issue Proposed Const. Amendment","YES","216"
"Toledo 1F","1. State Issue Proposed Const. Amendment","NO","305"
"Toledo 1F","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","259"
"Toledo 1F","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","259"
"Toledo 1F","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","294"
"Toledo 1F","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","223"
"Toledo 1F","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","334"
"Toledo 1F","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","186"
"Toledo 1F","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","128"
"Toledo 1F","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","387"
"Toledo 1F","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","346"
"Toledo 1F","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","172"
"Toledo 1F","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","325"
"Toledo 1F","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","193"
"Toledo 1F","15. City of Toledo Regional Water Charter Amendment","YES","314"
"Toledo 1F","15. City of Toledo Regional Water Charter Amendment","NO","193"
"Toledo 1G","Governor / Lt. Governor","Cordray/Sutton","256"
"Toledo 1G","Governor / Lt. Governor","DeWine/Husted","194"
"Toledo 1G","Governor / Lt. Governor","Gadell-Newton/Joseph","8"
"Toledo 1G","Governor / Lt. Governor","Irvine/Grayson","10"
"Toledo 1G","Governor / Lt. Governor","Write-in","1"
"Toledo 1G","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 1G","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 1G","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 1G","Attorney General","Steve Dettelbach","256"
"Toledo 1G","Attorney General","Dave Yost","202"
"Toledo 1G","Auditor of State","Robert C. Coogan","26"
"Toledo 1G","Auditor of State","Keith Faber","206"
"Toledo 1G","Auditor of State","Zack Space","231"
"Toledo 1G","Secretary of State","Kathleen Clyde","247"
"Toledo 1G","Secretary of State","Frank LaRose","196"
"Toledo 1G","Secretary of State","Dustin R. Nanna","21"
"Toledo 1G","Secretary of State","Write-in","0"
"Toledo 1G","Secretary of State","Michael W. Bradley","0"
"Toledo 1G","Treasurer of State","Rob Richardson","226"
"Toledo 1G","Treasurer of State","Robert Sprague","232"
"Toledo 1G","U.S. Senator","Sherrod Brown","288"
"Toledo 1G","U.S. Senator","Jim Renacci","177"
"Toledo 1G","U.S. Senator","Write-in","1"
"Toledo 1G","U.S. Senator","Stephen Faris","0"
"Toledo 1G","U.S. Representative Dist 9","Marcy Kaptur","298"
"Toledo 1G","U.S. Representative Dist 9","Steven W. Kraus","169"
"Toledo 1G","U.S. Representative Dist 9","Write-in","2"
"Toledo 1G","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 1G","Sup Crt Justice 1-1-19","Craig Baldwin","105"
"Toledo 1G","Sup Crt Justice 1-1-19","Michael P. Donnelly","261"
"Toledo 1G","Sup Crt Justice 1-2-19","Mary DeGenaro","172"
"Toledo 1G","Sup Crt Justice 1-2-19","Melody J. Stewart","175"
"Toledo 1G","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","156"
"Toledo 1G","Appeals Crt Judge 2-9-19","Gene A. Zmuda","233"
"Toledo 1G","State Senator Dist 11","Teresa Fedor","283"
"Toledo 1G","State Senator Dist 11","Ernest McCarthy","182"
"Toledo 1G","State Representative Dist 45","David Davenport","189"
"Toledo 1G","State Representative Dist 45","Lisa Sobecki","268"
"Toledo 1G","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","274"
"Toledo 1G","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","303"
"Toledo 1G","Judge Comm Pleas DR 1-3-19","David Lewandowski","285"
"Toledo 1G","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","120"
"Toledo 1G","Judge Comm Pleas GEN 1-4-19","Joe McNamara","270"
"Toledo 1G","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","280"
"Toledo 1G","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","272"
"Toledo 1G","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","288"
"Toledo 1G","County Commissioner","Gary L. Byers","203"
"Toledo 1G","County Commissioner","Sandy Spang","103"
"Toledo 1G","County Auditor","Anita Lopez","338"
"Toledo 1G","County Treasurer UNEX","Lori Brodie","201"
"Toledo 1G","County Treasurer UNEX","Lindsay M. Webb","256"
"Toledo 1G","State Board of Education 2nd District","Jeanine P. Donaldson","39"
"Toledo 1G","State Board of Education 2nd District","Charles Froehlich","36"
"Toledo 1G","State Board of Education 2nd District","Kirsten Hill","54"
"Toledo 1G","State Board of Education 2nd District","W. Roger Knight","28"
"Toledo 1G","State Board of Education 2nd District","Sue Larimer","38"
"Toledo 1G","State Board of Education 2nd District","Vicki Donovan Lyle","38"
"Toledo 1G","State Board of Education 2nd District","Annette Dudek Shine","63"
"Toledo 1G","1. State Issue Proposed Const. Amendment","YES","195"
"Toledo 1G","1. State Issue Proposed Const. Amendment","NO","270"
"Toledo 1G","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","259"
"Toledo 1G","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","203"
"Toledo 1G","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","274"
"Toledo 1G","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","186"
"Toledo 1G","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","298"
"Toledo 1G","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","161"
"Toledo 1G","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","126"
"Toledo 1G","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","334"
"Toledo 1G","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","318"
"Toledo 1G","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","143"
"Toledo 1G","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","290"
"Toledo 1G","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","165"
"Toledo 1G","15. City of Toledo Regional Water Charter Amendment","YES","309"
"Toledo 1G","15. City of Toledo Regional Water Charter Amendment","NO","137"
"Toledo 1H","Governor / Lt. Governor","Cordray/Sutton","218"
"Toledo 1H","Governor / Lt. Governor","DeWine/Husted","173"
"Toledo 1H","Governor / Lt. Governor","Gadell-Newton/Joseph","5"
"Toledo 1H","Governor / Lt. Governor","Irvine/Grayson","11"
"Toledo 1H","Governor / Lt. Governor","Write-in","0"
"Toledo 1H","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 1H","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 1H","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 1H","Attorney General","Steve Dettelbach","216"
"Toledo 1H","Attorney General","Dave Yost","185"
"Toledo 1H","Auditor of State","Robert C. Coogan","14"
"Toledo 1H","Auditor of State","Keith Faber","171"
"Toledo 1H","Auditor of State","Zack Space","209"
"Toledo 1H","Secretary of State","Kathleen Clyde","193"
"Toledo 1H","Secretary of State","Frank LaRose","187"
"Toledo 1H","Secretary of State","Dustin R. Nanna","13"
"Toledo 1H","Secretary of State","Write-in","0"
"Toledo 1H","Secretary of State","Michael W. Bradley","0"
"Toledo 1H","Treasurer of State","Rob Richardson","200"
"Toledo 1H","Treasurer of State","Robert Sprague","197"
"Toledo 1H","U.S. Senator","Sherrod Brown","254"
"Toledo 1H","U.S. Senator","Jim Renacci","152"
"Toledo 1H","U.S. Senator","Write-in","0"
"Toledo 1H","U.S. Senator","Stephen Faris","0"
"Toledo 1H","U.S. Representative Dist 9","Marcy Kaptur","257"
"Toledo 1H","U.S. Representative Dist 9","Steven W. Kraus","150"
"Toledo 1H","U.S. Representative Dist 9","Write-in","0"
"Toledo 1H","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 1H","Sup Crt Justice 1-1-19","Craig Baldwin","80"
"Toledo 1H","Sup Crt Justice 1-1-19","Michael P. Donnelly","238"
"Toledo 1H","Sup Crt Justice 1-2-19","Mary DeGenaro","108"
"Toledo 1H","Sup Crt Justice 1-2-19","Melody J. Stewart","184"
"Toledo 1H","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","98"
"Toledo 1H","Appeals Crt Judge 2-9-19","Gene A. Zmuda","247"
"Toledo 1H","State Senator Dist 11","Teresa Fedor","238"
"Toledo 1H","State Senator Dist 11","Ernest McCarthy","157"
"Toledo 1H","State Representative Dist 45","David Davenport","166"
"Toledo 1H","State Representative Dist 45","Lisa Sobecki","233"
"Toledo 1H","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","252"
"Toledo 1H","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","263"
"Toledo 1H","Judge Comm Pleas DR 1-3-19","David Lewandowski","264"
"Toledo 1H","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","140"
"Toledo 1H","Judge Comm Pleas GEN 1-4-19","Joe McNamara","209"
"Toledo 1H","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","248"
"Toledo 1H","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","242"
"Toledo 1H","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","252"
"Toledo 1H","County Commissioner","Gary L. Byers","145"
"Toledo 1H","County Commissioner","Sandy Spang","140"
"Toledo 1H","County Auditor","Anita Lopez","284"
"Toledo 1H","County Treasurer UNEX","Lori Brodie","181"
"Toledo 1H","County Treasurer UNEX","Lindsay M. Webb","221"
"Toledo 1H","State Board of Education 2nd District","Jeanine P. Donaldson","42"
"Toledo 1H","State Board of Education 2nd District","Charles Froehlich","33"
"Toledo 1H","State Board of Education 2nd District","Kirsten Hill","46"
"Toledo 1H","State Board of Education 2nd District","W. Roger Knight","22"
"Toledo 1H","State Board of Education 2nd District","Sue Larimer","44"
"Toledo 1H","State Board of Education 2nd District","Vicki Donovan Lyle","24"
"Toledo 1H","State Board of Education 2nd District","Annette Dudek Shine","42"
"Toledo 1H","1. State Issue Proposed Const. Amendment","YES","147"
"Toledo 1H","1. State Issue Proposed Const. Amendment","NO","255"
"Toledo 1H","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","214"
"Toledo 1H","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","191"
"Toledo 1H","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","227"
"Toledo 1H","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","180"
"Toledo 1H","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","266"
"Toledo 1H","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","138"
"Toledo 1H","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","99"
"Toledo 1H","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","307"
"Toledo 1H","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","262"
"Toledo 1H","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","143"
"Toledo 1H","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","239"
"Toledo 1H","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","161"
"Toledo 1H","15. City of Toledo Regional Water Charter Amendment","YES","236"
"Toledo 1H","15. City of Toledo Regional Water Charter Amendment","NO","154"
"Toledo 1I","Governor / Lt. Governor","Cordray/Sutton","322"
"Toledo 1I","Governor / Lt. Governor","DeWine/Husted","190"
"Toledo 1I","Governor / Lt. Governor","Gadell-Newton/Joseph","7"
"Toledo 1I","Governor / Lt. Governor","Irvine/Grayson","20"
"Toledo 1I","Governor / Lt. Governor","Write-in","1"
"Toledo 1I","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 1I","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 1I","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 1I","Attorney General","Steve Dettelbach","316"
"Toledo 1I","Attorney General","Dave Yost","209"
"Toledo 1I","Auditor of State","Robert C. Coogan","38"
"Toledo 1I","Auditor of State","Keith Faber","195"
"Toledo 1I","Auditor of State","Zack Space","282"
"Toledo 1I","Secretary of State","Kathleen Clyde","285"
"Toledo 1I","Secretary of State","Frank LaRose","205"
"Toledo 1I","Secretary of State","Dustin R. Nanna","30"
"Toledo 1I","Secretary of State","Write-in","0"
"Toledo 1I","Secretary of State","Michael W. Bradley","0"
"Toledo 1I","Treasurer of State","Rob Richardson","285"
"Toledo 1I","Treasurer of State","Robert Sprague","225"
"Toledo 1I","U.S. Senator","Sherrod Brown","356"
"Toledo 1I","U.S. Senator","Jim Renacci","175"
"Toledo 1I","U.S. Senator","Write-in","2"
"Toledo 1I","U.S. Senator","Stephen Faris","0"
"Toledo 1I","U.S. Representative Dist 9","Marcy Kaptur","354"
"Toledo 1I","U.S. Representative Dist 9","Steven W. Kraus","178"
"Toledo 1I","U.S. Representative Dist 9","Write-in","0"
"Toledo 1I","U.S. Representative Dist 9","McKenzie Levindofske","0"
"Toledo 1I","Sup Crt Justice 1-1-19","Craig Baldwin","111"
"Toledo 1I","Sup Crt Justice 1-1-19","Michael P. Donnelly","312"
"Toledo 1I","Sup Crt Justice 1-2-19","Mary DeGenaro","203"
"Toledo 1I","Sup Crt Justice 1-2-19","Melody J. Stewart","205"
"Toledo 1I","Appeals Crt Judge 2-9-19","Joel M. Kuhlman","156"
"Toledo 1I","Appeals Crt Judge 2-9-19","Gene A. Zmuda","287"
"Toledo 1I","State Senator Dist 11","Teresa Fedor","333"
"Toledo 1I","State Senator Dist 11","Ernest McCarthy","192"
"Toledo 1I","State Representative Dist 45","David Davenport","191"
"Toledo 1I","State Representative Dist 45","Lisa Sobecki","324"
"Toledo 1I","Judge Comm Pleas GEN 1-1-19","Myron C. Duhart","333"
"Toledo 1I","Judge Comm Pleas GEN 1-2-19","Stacy L. Cook","357"
"Toledo 1I","Judge Comm Pleas DR 1-3-19","David Lewandowski","347"
"Toledo 1I","Judge Comm Pleas GEN 1-4-19","Joshua W. Lanzinger","149"
"Toledo 1I","Judge Comm Pleas GEN 1-4-19","Joe McNamara","298"
"Toledo 1I","Judge Comm Pleas Juvenile 1-5-19","Connie F. Zemmelman","335"
"Toledo 1I","Judge Comm Pleas GEN 1-6-19","Linda J. Jennings","321"
"Toledo 1I","Judge Comm Pleas GEN 1-7-19","Gary G. Cook","342"
"Toledo 1I","County Commissioner","Gary L. Byers","216"
"Toledo 1I","County Commissioner","Sandy Spang","168"
"Toledo 1I","County Auditor","Anita Lopez","395"
"Toledo 1I","County Treasurer UNEX","Lori Brodie","228"
"Toledo 1I","County Treasurer UNEX","Lindsay M. Webb","301"
"Toledo 1I","State Board of Education 2nd District","Jeanine P. Donaldson","46"
"Toledo 1I","State Board of Education 2nd District","Charles Froehlich","45"
"Toledo 1I","State Board of Education 2nd District","Kirsten Hill","69"
"Toledo 1I","State Board of Education 2nd District","W. Roger Knight","29"
"Toledo 1I","State Board of Education 2nd District","Sue Larimer","64"
"Toledo 1I","State Board of Education 2nd District","Vicki Donovan Lyle","34"
"Toledo 1I","State Board of Education 2nd District","Annette Dudek Shine","63"
"Toledo 1I","1. State Issue Proposed Const. Amendment","YES","232"
"Toledo 1I","1. State Issue Proposed Const. Amendment","NO","311"
"Toledo 1I","3. Washington LSD 4.9 mills Additional","FOR THE TAX LEVY","160"
"Toledo 1I","3. Washington LSD 4.9 mills Additional","AGAINST THE TAX LEVY","175"
"Toledo 1I","5. Toledo CSD 6.67 mills Renewal","FOR THE TAX LEVY","118"
"Toledo 1I","5. Toledo CSD 6.67 mills Renewal","AGAINST THE TAX LEVY","84"
"Toledo 1I","6. Toledo CSD Renewal 5.8 mills","FOR THE TAX LEVY","126"
"Toledo 1I","6. Toledo CSD Renewal 5.8 mills","AGAINST THE TAX LEVY","76"
"Toledo 1I","9. Lucas County Children Services 1.85 mills Renewal","FOR THE TAX LEVY","349"
"Toledo 1I","9. Lucas County Children Services 1.85 mills Renewal","AGAINST THE TAX LEVY","185"
"Toledo 1I","10. Lucas County Jail 1.37 mills Bond","FOR THE BOND ISSUE","123"
"Toledo 1I","10. Lucas County Jail 1.37 mills Bond","AGAINST THE BOND ISS","403"
"Toledo 1I","11. Lucas County Mental Health 1 mill Renewal","FOR THE TAX LEVY","359"
"Toledo 1I","11. Lucas County Mental Health 1 mill Renewal","AGAINST THE TAX LEVY","178"
"Toledo 1I","12. Port Authority .4 mill Renewal","FOR THE TAX LEVY","328"
"Toledo 1I","12. Port Authority .4 mill Renewal","AGAINST THE TAX LEVY","202"
"Toledo 1I","15. City of Toledo Regional Water Charter Amendment","YES","328"
"Toledo 1I","15. City of Toledo Regional Water Charter Amendment","NO","193"
"Toledo 1J","Governor / Lt. Governor","Cordray/Sutton","236"
"Toledo 1J","Governor / Lt. Governor","DeWine/Husted","186"
"Toledo 1J","Governor / Lt. Governor","Gadell-Newton/Joseph","3"
"Toledo 1J","Governor / Lt. Governor","Irvine/Grayson","11"
"Toledo 1J","Governor / Lt. Governor","Write-in","2"
"Toledo 1J","Governor / Lt. Governor","Ayres/Durgans","0"
"Toledo 1J","Governor / Lt. Governor","Duncan/Artino","0"
"Toledo 1J","Governor / Lt. Governor","Turner/Colton","0"
"Toledo 1J","Attorney General","Steve Dettelbach","241"
"Toledo 1J","Attorney General","Dave Yost","193"
"Toledo 1J","Auditor of State","Robert C. Coogan","28"
"Toledo 1J","Auditor of State","Keith Faber","183"
"Toledo 1J","Auditor of State","Zack Space","212"
"Toledo 1J","Secretary of State","Kathleen Clyde","224"
"Toledo 1J","Secretary of State","Frank LaRose","185"
"Toledo 1J","Secretary of State","Dustin R. Nanna","18"
"Toledo 1J","Secretary of State","Write-in","0"
"Toledo 1J","Secretary of State","Michael W. Bradley","0"
"Toledo 1J","Treasurer of State","Rob Richardson","222"
"Toledo 1J","Treasurer of State","Robert Sprague","204"
"Toledo 1J","U.S. Senator","Sherrod Brown","274"
"Toledo 1J","U.S. Senator","Jim Renacci","159"
